date,location,people_vaccinated,people_fully_vaccinated
2022-06-16,Vermont,588463,510684
2022-06-17,Vermont,588463,
2022-06-18,Vermont,588463,
2022-06-19,Vermont,588463,
2022-06-20,Vermont,588463,
2022-06-21,Vermont,588463,
2022-06-22,Vermont,588804,511047
2022-06-23,Vermont,588804,
2022-06-24,Vermont,588804,
2022-06-25,Vermont,588804,
2022-06-26,Vermont,588804,
2022-06-27,Vermont,588804,
2022-06-28,Vermont,588804,
2022-06-29,Vermont,590296,511560
2022-06-30,Vermont,590296,
2022-07-01,Vermont,590296,
2022-07-02,Vermont,590296,
2022-07-03,Vermont,590296,
2022-07-04,Vermont,590296,
2022-07-05,Vermont,590296,
2022-07-06,Vermont,591653,511917
2022-07-07,Vermont,591653,
2022-07-08,Vermont,591653,
2022-07-09,Vermont,591653,
2022-07-10,Vermont,591653,
2022-07-11,Vermont,591653,
2022-07-12,Vermont,591653,
2022-07-13,Vermont,592611,512291
2022-07-14,Vermont,592611,
2022-07-15,Vermont,592611,
2022-07-16,Vermont,592611,
2022-07-17,Vermont,592611,
2022-07-18,Vermont,592611,
2022-07-19,Vermont,592611,
2022-07-20,Vermont,594050,512793
2022-07-21,Vermont,594050,
2022-07-22,Vermont,594050,
2022-07-23,Vermont,594050,
2022-07-24,Vermont,594050,
2022-07-25,Vermont,594050,
2022-07-26,Vermont,594050,
2022-07-27,Vermont,595083,513454
2022-07-28,Vermont,595083,
2022-07-29,Vermont,595083,
2022-07-30,Vermont,595083,
2022-07-31,Vermont,595083,
2022-08-01,Vermont,595083,
2022-08-02,Vermont,595083,
2022-08-03,Vermont,595935,514184
2022-08-04,Vermont,595935,
2022-08-05,Vermont,595935,
2022-08-06,Vermont,595935,
2022-08-07,Vermont,595935,
2022-08-08,Vermont,595935,
2022-08-09,Vermont,595935,
2022-08-10,Vermont,596834,515122
2022-08-11,Vermont,596834,
2022-08-12,Vermont,596834,
2022-08-13,Vermont,596834,
2022-08-14,Vermont,596834,
2022-08-15,Vermont,596834,
2022-08-16,Vermont,596834,
2022-08-17,Vermont,597554,515723
2022-08-18,Vermont,597554,
2022-08-19,Vermont,597554,
2022-08-20,Vermont,597554,
2022-08-21,Vermont,597554,
2022-08-22,Vermont,597554,
2022-08-23,Vermont,597554,
2022-08-24,Vermont,598169,516250
2022-08-25,Vermont,598169,
2022-08-26,Vermont,598169,
2022-08-27,Vermont,598169,
2022-08-28,Vermont,598169,
2022-08-29,Vermont,598169,
2022-08-30,Vermont,598169,
2022-08-31,Vermont,599031,516923
2022-09-01,Vermont,599031,
2022-09-02,Vermont,599031,
2022-09-03,Vermont,599031,
2022-09-04,Vermont,599031,
2022-09-05,Vermont,599031,
2022-09-06,Vermont,599031,
2022-09-07,Vermont,599558,517353
2022-09-08,Vermont,599558,
2022-09-09,Vermont,599558,
2022-09-10,Vermont,599558,
2022-09-11,Vermont,599558,
2022-09-12,Vermont,599558,
2022-09-13,Vermont,599558,
2022-09-14,Vermont,600589,518155
2022-09-15,Vermont,600589,
2022-09-16,Vermont,600589,
2022-09-17,Vermont,600589,
2022-09-18,Vermont,600589,
2022-09-19,Vermont,600589,
2022-09-20,Vermont,600589,
2022-09-21,Vermont,600589,
2022-09-22,Vermont,600589,
2022-09-23,Vermont,600589,
2022-09-24,Vermont,600589,
2022-09-25,Vermont,600589,
2022-09-26,Vermont,600589,
2022-09-27,Vermont,600589,
2022-09-28,Vermont,601348,519708
2022-09-29,Vermont,601348,
2022-09-30,Vermont,601348,
2022-10-01,Vermont,601348,
2022-10-02,Vermont,601348,
2022-10-03,Vermont,601348,
2022-10-04,Vermont,601348,
2022-10-05,Vermont,602707,521142
2022-10-06,Vermont,602707,
2022-10-07,Vermont,602707,
2022-10-08,Vermont,602707,
2022-10-09,Vermont,602707,
2022-10-10,Vermont,602707,
2022-10-11,Vermont,602707,
2022-10-12,Vermont,604533,522539
2022-10-13,Vermont,604533,
2022-10-14,Vermont,604533,
2022-10-15,Vermont,604533,
2022-10-16,Vermont,604533,
2022-10-17,Vermont,604533,
2022-10-18,Vermont,604533,
2022-10-19,Vermont,605880,523646
2022-10-20,Vermont,605880,
2022-10-21,Vermont,605880,
2022-10-22,Vermont,605880,
2022-10-23,Vermont,605880,
2022-10-24,Vermont,605880,
2022-10-25,Vermont,605880,
2022-10-26,Vermont,608269,525146
2022-10-27,Vermont,608269,
2022-10-28,Vermont,608269,
2022-10-29,Vermont,608269,
2022-10-30,Vermont,608269,
2022-10-31,Vermont,608269,
2022-11-01,Vermont,608269,
2022-11-02,Vermont,609521,525943
2022-11-03,Vermont,609521,
2022-11-04,Vermont,609521,
2022-11-05,Vermont,609521,
2022-11-06,Vermont,609521,
2022-11-07,Vermont,609521,
2022-11-08,Vermont,609521,
2022-11-09,Vermont,610749,526898
2021-01-12,Wyoming,13577,2116
2021-01-13,Wyoming,14406,2559
2021-01-14,Wyoming,17310,
2021-01-15,Wyoming,19931,2803
2021-01-16,Wyoming,19931,
2021-01-17,Wyoming,19931,
2021-01-18,Wyoming,19931,
2021-01-19,Wyoming,24788,3242
2021-01-20,Wyoming,25841,3441
2021-01-21,Wyoming,25841,3441
2021-01-22,Wyoming,29993,4515
2021-01-23,Wyoming,32746,4773
2021-01-24,Wyoming,35868,4895
2021-01-25,Wyoming,36215,4900
2021-01-26,Wyoming,36398,4900
2021-01-27,Wyoming,37963,5419
2021-01-28,Wyoming,37963,5419
2021-01-29,Wyoming,41441,7674
2021-01-30,Wyoming,41441,7674
2021-01-31,Wyoming,47639,9321
2021-02-01,Wyoming,48155,9651
2021-02-02,Wyoming,48255,9848
2021-02-03,Wyoming,49361,10495
2021-02-04,Wyoming,49361,10495
2021-02-05,Wyoming,53630,12852
2021-02-06,Wyoming,56076,14835
2021-02-07,Wyoming,56076,14835
2021-02-08,Wyoming,58775,16729
2021-02-09,Wyoming,58775,16729
2021-02-10,Wyoming,61170,18180
2021-02-11,Wyoming,61170,18180
2021-02-12,Wyoming,65857,23032
2021-02-13,Wyoming,65857,23032
2021-02-14,Wyoming,71653,27132
2021-02-15,Wyoming,,
2021-02-16,Wyoming,72339,27531
2021-02-17,Wyoming,72339,27531
2021-02-18,Wyoming,74983,30110
2021-02-19,Wyoming,87289,36651
2021-02-20,Wyoming,89346,39323
2021-02-21,Wyoming,89605,39474
2021-02-22,Wyoming,90847,42685
2021-02-23,Wyoming,91063,42996
2021-02-24,Wyoming,91162,43164
2021-02-25,Wyoming,93220,46240
2021-02-26,Wyoming,95024,48449
2021-02-27,Wyoming,97414,51976
2021-02-28,Wyoming,99849,54368
2021-03-01,Wyoming,99880,54518
2021-03-02,Wyoming,99916,54562
2021-03-03,Wyoming,103398,57093
2021-03-04,Wyoming,103497,57249
2021-03-05,Wyoming,104955,59185
2021-03-06,Wyoming,110594,64192
2021-03-07,Wyoming,110971,64499
2021-03-08,Wyoming,114824,68219
2021-03-09,Wyoming,115046,68289
2021-03-10,Wyoming,116799,70919
2021-03-11,Wyoming,116948,71215
2021-03-12,Wyoming,121792,75057
2021-03-13,Wyoming,125878,78002
2021-03-14,Wyoming,129196,80582
2021-03-15,Wyoming,129287,81121
2021-03-16,Wyoming,130020,81809
2021-03-17,Wyoming,130099,81856
2021-03-18,Wyoming,130178,81924
2021-03-19,Wyoming,134295,84990
2021-03-20,Wyoming,134422,85286
2021-03-21,Wyoming,134703,85508
2021-03-22,Wyoming,134800,85556
2021-03-23,Wyoming,142012,92303
2021-03-24,Wyoming,142147,92428
2021-03-25,Wyoming,146634,95709
2021-03-26,Wyoming,146888,95871
2021-03-27,Wyoming,147098,96104
2021-03-28,Wyoming,147413,96398
2021-03-29,Wyoming,156608,104783
2021-03-30,Wyoming,156638,104805
2021-03-31,Wyoming,156910,105052
2021-04-01,Wyoming,161055,108971
2021-04-02,Wyoming,161277,109195
2021-04-03,Wyoming,161571,109423
2021-04-04,Wyoming,168129,118773
2021-04-05,Wyoming,168177,119075
2021-04-06,Wyoming,168771,119735
2021-04-07,Wyoming,169020,119923
2021-04-08,Wyoming,169230,120094
2021-04-09,Wyoming,169409,120246
2021-04-10,Wyoming,169683,120534
2021-04-11,Wyoming,180223,131933
2021-04-12,Wyoming,180275,131994
2021-04-13,Wyoming,181974,134166
2021-04-14,Wyoming,183741,135695
2021-04-15,Wyoming,183899,135799
2021-04-16,Wyoming,186092,139498
2021-04-17,Wyoming,186241,139665
2021-04-18,Wyoming,186359,139721
2021-04-19,Wyoming,186518,139851
2021-04-20,Wyoming,189818,144799
2021-04-21,Wyoming,189930,144916
2021-04-22,Wyoming,191282,148035
2021-04-23,Wyoming,192173,150279
2021-04-24,Wyoming,192278,150366
2021-04-25,Wyoming,192439,150517
2021-04-26,Wyoming,194530,155469
2021-04-27,Wyoming,194585,155503
2021-04-28,Wyoming,194680,155665
2021-04-29,Wyoming,195885,158672
2021-04-30,Wyoming,196453,160656
2021-05-01,Wyoming,197208,162127
2021-05-02,Wyoming,197340,162328
2021-05-03,Wyoming,197374,162356
2021-05-04,Wyoming,198293,163997
2021-05-05,Wyoming,198821,165330
2021-05-06,Wyoming,198930,165555
2021-05-07,Wyoming,200309,168356
2021-05-08,Wyoming,201002,169905
2021-05-09,Wyoming,201135,170086
2021-05-10,Wyoming,201174,170130
2021-05-11,Wyoming,202262,172302
2021-05-12,Wyoming,202711,173179
2021-05-13,Wyoming,202831,173312
2021-05-14,Wyoming,203422,174440
2021-05-15,Wyoming,204468,175581
2021-05-16,Wyoming,204569,175688
2021-05-17,Wyoming,204668,175780
2021-05-18,Wyoming,205728,176951
2021-05-19,Wyoming,205862,177096
2021-05-20,Wyoming,207907,178309
2021-05-21,Wyoming,208848,179026
2021-05-22,Wyoming,210083,180097
2021-05-23,Wyoming,210179,180182
2021-05-24,Wyoming,210231,180262
2021-05-25,Wyoming,211628,181453
2021-05-26,Wyoming,211764,181605
2021-05-27,Wyoming,211859,181712
2021-05-28,Wyoming,213605,183417
2021-05-29,Wyoming,214292,184128
2021-05-30,Wyoming,214360,184183
2021-05-31,Wyoming,214360,
2021-06-01,Wyoming,214414,184236
2021-06-02,Wyoming,215413,185031
2021-06-03,Wyoming,215514,185170
2021-06-04,Wyoming,216572,185986
2021-06-05,Wyoming,216649,186063
2021-06-06,Wyoming,217516,186843
2021-06-07,Wyoming,217562,186913
2021-06-08,Wyoming,218655,187985
2021-06-09,Wyoming,219023,188657
2021-06-10,Wyoming,219120,188762
2021-06-11,Wyoming,219184,188822
2021-06-12,Wyoming,220233,190181
2021-06-13,Wyoming,220814,191066
2021-06-14,Wyoming,220895,191169
2021-06-15,Wyoming,221700,192334
2021-06-16,Wyoming,221754,192396
2021-06-17,Wyoming,221932,192582
2021-06-18,Wyoming,222683,193632
2021-06-19,Wyoming,223215,194232
2021-06-20,Wyoming,223278,194293
2021-06-21,Wyoming,223322,194322
2021-06-22,Wyoming,224025,195259
2021-06-23,Wyoming,224342,195587
2021-06-24,Wyoming,224440,195677
2021-06-25,Wyoming,225313,196708
2021-06-26,Wyoming,225830,197314
2021-06-27,Wyoming,225918,197393
2021-06-28,Wyoming,225975,197491
2021-06-29,Wyoming,226839,198897
2021-06-30,Wyoming,226911,198958
2021-07-01,Wyoming,227741,199743
2021-07-02,Wyoming,228162,200184
2021-07-03,Wyoming,230914,204522
2021-07-04,Wyoming,230993,204598
2021-07-05,Wyoming,230993,
2021-07-06,Wyoming,231042,204636
2021-07-07,Wyoming,231108,204687
2021-07-08,Wyoming,232135,205774
2021-07-09,Wyoming,232508,206168
2021-07-10,Wyoming,233010,206571
2021-07-11,Wyoming,233100,206652
2021-07-12,Wyoming,233128,206672
2021-07-13,Wyoming,233751,207221
2021-07-14,Wyoming,233942,207417
2021-07-15,Wyoming,234681,207857
2021-07-16,Wyoming,235122,208175
2021-07-17,Wyoming,235122,
2021-07-18,Wyoming,235122,
2021-07-19,Wyoming,235122,
2021-07-20,Wyoming,235419,208489
2021-07-21,Wyoming,236489,209232
2021-07-22,Wyoming,237068,209600
2021-07-23,Wyoming,237580,209938
2021-07-24,Wyoming,238144,210317
2021-07-25,Wyoming,238255,210376
2021-07-26,Wyoming,238306,210397
2021-07-27,Wyoming,238369,210449
2021-07-28,Wyoming,239841,211288
2021-07-29,Wyoming,240393,211609
2021-07-30,Wyoming,240961,211874
2021-07-31,Wyoming,241610,212230
2021-08-01,Wyoming,241735,212317
2021-08-02,Wyoming,241769,212334
2021-08-03,Wyoming,241812,212359
2021-08-04,Wyoming,241992,212447
2021-08-05,Wyoming,242146,212533
2021-08-06,Wyoming,244866,213889
2021-08-07,Wyoming,245030,213987
2021-08-08,Wyoming,245151,214065
2021-08-09,Wyoming,245188,214089
2021-08-10,Wyoming,246769,214853
2021-08-11,Wyoming,247464,215204
2021-08-12,Wyoming,248225,215625
2021-08-13,Wyoming,248395,215692
2021-08-14,Wyoming,248544,215782
2021-08-15,Wyoming,248696,215857
2021-08-16,Wyoming,248750,215891
2021-08-17,Wyoming,251766,217399
2021-08-18,Wyoming,252624,217833
2021-08-19,Wyoming,253479,218300
2021-08-20,Wyoming,254304,218771
2021-08-21,Wyoming,255205,219347
2021-08-22,Wyoming,255269,219390
2021-08-23,Wyoming,255353,219444
2021-08-24,Wyoming,256990,220359
2021-08-25,Wyoming,257734,220806
2021-08-26,Wyoming,258558,221333
2021-08-27,Wyoming,259448,221912
2021-08-28,Wyoming,259664,222035
2021-08-29,Wyoming,259815,222123
2021-08-30,Wyoming,259857,222156
2021-08-31,Wyoming,262132,223590
2021-09-01,Wyoming,262333,223746
2021-09-02,Wyoming,264080,226176
2021-09-03,Wyoming,265000,226815
2021-09-04,Wyoming,265857,227485
2021-09-05,Wyoming,265857,
2021-09-06,Wyoming,265857,
2021-09-07,Wyoming,266342,227661
2021-09-08,Wyoming,268026,228921
2021-09-09,Wyoming,268605,229509
2021-09-10,Wyoming,269583,230222
2021-09-11,Wyoming,270376,230903
2021-09-12,Wyoming,270525,231017
2021-09-13,Wyoming,270580,231048
2021-09-14,Wyoming,272045,232414
2021-09-15,Wyoming,272715,232968
2021-09-16,Wyoming,273479,233559
2021-09-17,Wyoming,274201,234261
2021-09-18,Wyoming,275036,235063
2021-09-19,Wyoming,275154,235155
2021-09-20,Wyoming,275187,235193
2021-09-21,Wyoming,276188,236319
2021-09-22,Wyoming,276824,236785
2021-09-23,Wyoming,277385,237374
2021-09-24,Wyoming,277518,237495
2021-09-25,Wyoming,278026,238024
2021-09-26,Wyoming,278076,238199
2021-09-27,Wyoming,278102,238222
2021-09-28,Wyoming,279626,239864
2021-09-29,Wyoming,280165,240319
2021-09-30,Wyoming,280635,240814
2021-10-01,Wyoming,280782,240910
2021-10-02,Wyoming,280930,241019
2021-10-03,Wyoming,281039,241092
2021-10-04,Wyoming,281079,241117
2021-10-05,Wyoming,282983,243192
2021-10-06,Wyoming,283442,243711
2021-10-07,Wyoming,283932,244243
2021-10-08,Wyoming,284600,244957
2021-10-09,Wyoming,285197,245545
2021-10-10,Wyoming,285197,
2021-10-11,Wyoming,285197,
2021-10-12,Wyoming,286195,246602
2021-10-13,Wyoming,286607,247064
2021-10-14,Wyoming,286783,247246
2021-10-15,Wyoming,287627,248274
2021-10-16,Wyoming,288103,248828
2021-10-17,Wyoming,288174,248919
2021-10-18,Wyoming,288202,248950
2021-10-19,Wyoming,289024,249741
2021-10-20,Wyoming,289419,250138
2021-10-21,Wyoming,289841,250509
2021-10-22,Wyoming,290663,251205
2021-10-23,Wyoming,291149,251662
2021-10-24,Wyoming,291267,251722
2021-10-25,Wyoming,291315,251741
2021-10-26,Wyoming,292154,252583
2021-10-27,Wyoming,292654,252966
2021-10-28,Wyoming,293260,253414
2021-10-29,Wyoming,293892,253866
2021-10-30,Wyoming,294093,253968
2021-10-31,Wyoming,294284,254028
2021-11-01,Wyoming,294356,254047
2021-11-02,Wyoming,295705,255199
2021-11-03,Wyoming,296151,255597
2021-11-04,Wyoming,296309,255655
2021-11-05,Wyoming,297100,256237
2021-11-06,Wyoming,297672,256695
2021-11-07,Wyoming,297807,256745
2021-11-08,Wyoming,297865,256772
2021-11-09,Wyoming,298804,257742
2021-11-10,Wyoming,299273,258081
2021-11-11,Wyoming,299273,
2021-11-12,Wyoming,300107,258590
2021-11-13,Wyoming,301361,259167
2021-11-14,Wyoming,301596,259223
2021-11-15,Wyoming,301660,259238
2021-11-16,Wyoming,303553,260286
2021-11-17,Wyoming,303764,260369
2021-11-18,Wyoming,304735,260997
2021-11-19,Wyoming,305486,261342
2021-11-20,Wyoming,306376,261698
2021-11-21,Wyoming,306540,261735
2021-11-22,Wyoming,306601,261758
2021-11-23,Wyoming,307735,262354
2021-11-24,Wyoming,307923,262417
2021-11-25,Wyoming,307923,
2021-11-26,Wyoming,307923,
2021-11-27,Wyoming,307923,
2021-11-28,Wyoming,307923,
2021-11-29,Wyoming,309914,263454
2021-11-30,Wyoming,310481,263763
2021-12-01,Wyoming,311106,264155
2021-12-02,Wyoming,311795,264744
2021-12-03,Wyoming,312448,265193
2021-12-04,Wyoming,313280,265972
2021-12-05,Wyoming,313458,266049
2021-12-06,Wyoming,313534,266071
2021-12-07,Wyoming,314830,267460
2021-12-08,Wyoming,315345,267943
2021-12-09,Wyoming,315915,268472
2021-12-10,Wyoming,316040,268529
2021-12-11,Wyoming,316189,268597
2021-12-12,Wyoming,316311,268635
2021-12-13,Wyoming,316355,268645
2021-12-14,Wyoming,317645,270393
2021-12-15,Wyoming,317789,270496
2021-12-16,Wyoming,318634,271528
2021-12-17,Wyoming,318959,271882
2021-12-18,Wyoming,319341,272185
2021-12-19,Wyoming,319464,272222
2021-12-20,Wyoming,319512,272235
2021-12-21,Wyoming,320115,272803
2021-12-22,Wyoming,320680,273172
2021-12-23,Wyoming,321280,273515
2021-12-24,Wyoming,,
2021-12-25,Wyoming,,
2021-12-26,Wyoming,,
2021-12-27,Wyoming,321856,273926
2021-12-28,Wyoming,322399,274405
2021-12-29,Wyoming,322765,274666
2021-12-30,Wyoming,323245,275046
2021-12-31,Wyoming,323245,
2022-01-01,Wyoming,323245,
2022-01-02,Wyoming,323245,
2022-01-03,Wyoming,323245,
2022-01-04,Wyoming,324590,276039
2022-01-05,Wyoming,324880,276287
2022-01-06,Wyoming,325290,276574
2022-01-07,Wyoming,325401,276612
2022-01-08,Wyoming,326172,277200
2022-01-09,Wyoming,326257,277219
2022-01-10,Wyoming,326290,277233
2022-01-11,Wyoming,326852,277704
2022-01-12,Wyoming,327176,277945
2022-01-13,Wyoming,327649,278260
2022-01-14,Wyoming,328048,278516
2022-01-15,Wyoming,328471,278783
2022-01-16,Wyoming,328471,
2022-01-17,Wyoming,328471,
2022-01-18,Wyoming,328628,278831
2022-01-19,Wyoming,328628,
2022-01-20,Wyoming,328693,286666
2022-01-21,Wyoming,328971,286846
2022-01-22,Wyoming,329305,287026
2022-01-23,Wyoming,329376,287066
2022-01-24,Wyoming,329409,287072
2022-01-25,Wyoming,329533,287131
2022-01-26,Wyoming,330279,287660
2022-01-27,Wyoming,330586,287854
2022-01-28,Wyoming,330883,288042
2022-01-29,Wyoming,331160,288279
2022-01-30,Wyoming,331208,288323
2022-01-31,Wyoming,331244,288335
2022-02-01,Wyoming,331605,288654
2022-02-02,Wyoming,331759,288798
2022-02-03,Wyoming,331991,289000
2022-02-04,Wyoming,332168,289157
2022-02-05,Wyoming,332454,289414
2022-02-06,Wyoming,332530,289454
2022-02-07,Wyoming,332543,289461
2022-02-08,Wyoming,332602,289500
2022-02-09,Wyoming,332666,289594
2022-02-10,Wyoming,333225,290248
2022-02-11,Wyoming,333634,290595
2022-02-12,Wyoming,333824,290847
2022-02-13,Wyoming,333867,290880
2022-02-14,Wyoming,333883,290886
2022-02-15,Wyoming,333970,290953
2022-02-16,Wyoming,334331,291386
2022-02-17,Wyoming,334602,291651
2022-02-18,Wyoming,334748,291827
2022-02-19,Wyoming,334878,292007
2022-02-20,Wyoming,334878,
2022-02-21,Wyoming,334878,
2022-02-22,Wyoming,334930,292056
2022-02-23,Wyoming,335184,292377
2022-02-24,Wyoming,335348,292555
2022-02-25,Wyoming,335449,292661
2022-02-26,Wyoming,335542,292787
2022-02-27,Wyoming,335542,
2022-02-28,Wyoming,335582,292815
2022-03-01,Wyoming,335727,293046
2022-03-02,Wyoming,335832,293140
2022-03-03,Wyoming,335934,293275
2022-03-04,Wyoming,336038,293406
2022-03-05,Wyoming,336038,
2022-03-06,Wyoming,336038,
2022-03-07,Wyoming,336038,
2022-03-08,Wyoming,336038,
2022-03-09,Wyoming,336038,
2022-03-10,Wyoming,336038,
2022-03-11,Wyoming,336038,
2022-03-12,Wyoming,336038,
2022-03-13,Wyoming,336038,
2022-03-14,Wyoming,336038,
2022-03-15,Wyoming,336038,
2022-03-16,Wyoming,336038,
2022-03-17,Wyoming,336038,
2022-03-18,Wyoming,336038,
2022-03-19,Wyoming,336038,
2022-03-20,Wyoming,336038,
2022-03-21,Wyoming,336038,
2022-03-22,Wyoming,336038,
2022-03-23,Wyoming,336038,
2022-03-24,Wyoming,336038,
2022-03-25,Wyoming,336038,
2022-03-26,Wyoming,336038,
2022-03-27,Wyoming,336038,
2022-03-28,Wyoming,336038,
2022-03-29,Wyoming,336038,
2022-03-30,Wyoming,336038,
2022-03-31,Wyoming,336038,
2022-04-01,Wyoming,336038,
2022-04-02,Wyoming,336038,
2022-04-03,Wyoming,336038,
2022-04-04,Wyoming,336038,
2022-04-05,Wyoming,336038,
2022-04-06,Wyoming,336038,
2022-04-07,Wyoming,336038,
2022-04-08,Wyoming,336038,
2022-04-09,Wyoming,336038,
2022-04-10,Wyoming,336038,
2022-04-11,Wyoming,336038,
2022-04-12,Wyoming,336038,
2022-04-13,Wyoming,336038,
2022-04-14,Wyoming,336038,
2022-04-15,Wyoming,336038,
2022-04-16,Wyoming,336038,
2022-04-17,Wyoming,336038,
2022-04-18,Wyoming,336038,
2022-04-19,Wyoming,336038,
2022-04-20,Wyoming,336038,
2022-04-21,Wyoming,336038,
2022-04-22,Wyoming,336038,
2022-04-23,Wyoming,336038,
2022-04-24,Wyoming,336038,
2022-04-25,Wyoming,336038,
2022-04-26,Wyoming,336038,
2022-04-27,Wyoming,336038,
2022-04-28,Wyoming,336038,
2022-04-29,Wyoming,336038,
2022-04-30,Wyoming,336038,
2022-05-01,Wyoming,336038,
2022-05-02,Wyoming,336038,
2022-05-03,Wyoming,336038,
2022-05-04,Wyoming,336038,
2022-05-05,Wyoming,336038,
2022-05-06,Wyoming,336038,
2022-05-07,Wyoming,336038,
2022-05-08,Wyoming,336038,
2022-05-09,Wyoming,336038,
2022-05-10,Wyoming,336104,294853
2022-05-11,Wyoming,336104,
2022-05-12,Wyoming,336243,294997
2022-05-13,Wyoming,336306,295058
2022-05-14,Wyoming,336407,295121
2022-05-15,Wyoming,336420,295136
2022-05-16,Wyoming,336436,295142
2022-05-17,Wyoming,336537,295238
2022-05-18,Wyoming,336614,295288
2022-05-19,Wyoming,336698,295355
2022-05-20,Wyoming,336764,295409
2022-05-21,Wyoming,336856,295483
2022-05-22,Wyoming,336887,295493
2022-05-23,Wyoming,336893,295494
2022-05-24,Wyoming,337036,295587
2022-05-25,Wyoming,337081,295647
2022-05-26,Wyoming,337150,295694
2022-05-27,Wyoming,337241,295769
2022-05-28,Wyoming,337241,
2022-05-29,Wyoming,337241,
2022-05-30,Wyoming,337241,
2022-05-31,Wyoming,337275,295802
2022-06-01,Wyoming,337488,295967
2022-06-02,Wyoming,337550,296009
2022-06-03,Wyoming,337628,296059
2022-06-04,Wyoming,337728,296125
2022-06-05,Wyoming,337742,296133
2022-06-06,Wyoming,337752,296141
2022-06-07,Wyoming,337871,296239
2022-06-08,Wyoming,337927,296280
2022-06-09,Wyoming,337999,296324
2022-06-10,Wyoming,338101,296412
2022-06-11,Wyoming,338196,296487
2022-06-12,Wyoming,338217,296500
2022-06-13,Wyoming,338220,296500
2022-06-14,Wyoming,338314,296557
2022-06-15,Wyoming,338384,296603
2022-06-16,Wyoming,338492,296656
2022-06-17,Wyoming,338492,
2022-06-18,Wyoming,338492,
2022-06-19,Wyoming,338492,
2022-06-20,Wyoming,338492,
2022-06-21,Wyoming,338492,
2022-06-22,Wyoming,338757,296828
2022-06-23,Wyoming,338757,
2022-06-24,Wyoming,338757,
2022-06-25,Wyoming,338757,
2022-06-26,Wyoming,338757,
2022-06-27,Wyoming,338757,
2022-06-28,Wyoming,338757,
2022-06-29,Wyoming,339519,297330
2022-06-30,Wyoming,339519,
2022-07-01,Wyoming,339519,
2022-07-02,Wyoming,339519,
2022-07-03,Wyoming,339519,
2022-07-04,Wyoming,339519,
2022-07-05,Wyoming,339519,
2022-07-06,Wyoming,339931,297545
2022-07-07,Wyoming,339931,
2022-07-08,Wyoming,339931,
2022-07-09,Wyoming,339931,
2022-07-10,Wyoming,339931,
2022-07-11,Wyoming,339931,
2022-07-12,Wyoming,339931,
2022-07-13,Wyoming,340412,297846
2022-07-14,Wyoming,340412,
2022-07-15,Wyoming,340412,
2022-07-16,Wyoming,340412,
2022-07-17,Wyoming,340412,
2022-07-18,Wyoming,340412,
2022-07-19,Wyoming,340412,
2022-07-20,Wyoming,340904,298235
2022-07-21,Wyoming,340904,
2022-07-22,Wyoming,340904,
2022-07-23,Wyoming,340904,
2022-07-24,Wyoming,340904,
2022-07-25,Wyoming,340904,
2022-07-26,Wyoming,340904,
2022-07-27,Wyoming,340904,
2022-07-28,Wyoming,340904,
2022-07-29,Wyoming,340904,
2022-07-30,Wyoming,340904,
2022-07-31,Wyoming,340904,
2022-08-01,Wyoming,340904,
2022-08-02,Wyoming,340904,
2022-08-03,Wyoming,341423,298932
2022-08-04,Wyoming,341423,
2022-08-05,Wyoming,341423,
2022-08-06,Wyoming,341423,
2022-08-07,Wyoming,341423,
2022-08-08,Wyoming,341423,
2022-08-09,Wyoming,341423,
2022-08-10,Wyoming,341652,299391
2022-08-11,Wyoming,341652,
2022-08-12,Wyoming,341652,
2022-08-13,Wyoming,341652,
2022-08-14,Wyoming,341652,
2022-08-15,Wyoming,341652,
2022-08-16,Wyoming,341652,
2022-08-17,Wyoming,342242,299794
2022-08-18,Wyoming,342242,
2022-08-19,Wyoming,342242,
2022-08-20,Wyoming,342242,
2022-08-21,Wyoming,342242,
2022-08-22,Wyoming,342242,
2022-08-23,Wyoming,342242,
2022-08-24,Wyoming,342597,300039
2022-08-25,Wyoming,342597,
2022-08-26,Wyoming,342597,
2022-08-27,Wyoming,342597,
2022-08-28,Wyoming,342597,
2022-08-29,Wyoming,342597,
2022-08-30,Wyoming,342597,
2022-08-31,Wyoming,342903,300240
2022-09-01,Wyoming,342903,
2022-09-02,Wyoming,342903,
2022-09-03,Wyoming,342903,
2022-09-04,Wyoming,342903,
2022-09-05,Wyoming,342903,
2022-09-06,Wyoming,342903,
2022-09-07,Wyoming,343105,300396
2022-09-08,Wyoming,343105,
2022-09-09,Wyoming,343105,
2022-09-10,Wyoming,343105,
2022-09-11,Wyoming,343105,
2022-09-12,Wyoming,343105,
2022-09-13,Wyoming,343105,
2022-09-14,Wyoming,343443,300639
2022-09-15,Wyoming,343443,
2022-09-16,Wyoming,343443,
2022-09-17,Wyoming,343443,
2022-09-18,Wyoming,343443,
2022-09-19,Wyoming,343443,
2022-09-20,Wyoming,343443,
2022-09-21,Wyoming,343867,300937
2022-09-22,Wyoming,343867,
2022-09-23,Wyoming,343867,
2022-09-24,Wyoming,343867,
2022-09-25,Wyoming,343867,
2022-09-26,Wyoming,343867,
2022-09-27,Wyoming,343867,
2022-09-28,Wyoming,344381,301310
2022-09-29,Wyoming,344381,
2022-09-30,Wyoming,344381,
2022-10-01,Wyoming,344381,
2022-10-02,Wyoming,344381,
2022-10-03,Wyoming,344381,
